text,label,reasoning
"emang benerrrrr bermedsos ria harus nyari sehatnya, kalo cuma bikin gelisah doang ngapain",0.0,
"Mulai gelisah...Yg lain udh mulai sholat isya, gw ga khusyukÂ²,kucing makin deket..Akhirnya batal sholat buat ngusir kucing",0.0,
moots kalian kalo lagi anxious gitu ngapain biasanya? i used to write something tiap kali banyak pikiran atau cemas sama hal hal yg belum pasti... tp sekarang... idk what to do &lt;/3,0.0,
Gelisah gitudeh ğŸ˜° [],0.0,
Suka cemas tbtb,0.0,
"Ketika lagi ngerjain sesuatu, dan tiba-tiba merasa gelisah dan was-was padahal gada apa-apaan...hadeh ada apa wahai diriku",0.0,
Bikin cemas aja asu,0.0,
gelisah banget :'),0.0,
"Suka ga ngerti sama diri sendiri. Punya mental gampang bgt down, sering banget ngerasa khawatir atau cemas, susah ngontrol pikiran, mudah banget sakit hati. Kadang yang bikin diri kita sendiri menderita adalah terlalu memikirkan apa kata orang.",1.0,suram pesimis
"Gw tuh suka bingung kalo udah nyelesain sesuatu abis itu tuh ngapain lagi. Kek ngerasa semuanya udah, tapi apa yang kurang ya. Bawaannya tuh gelisah mulu",0.0,
"Jujur, dari dulu sampe sekarang, sejak 4 tahun terakhir, musuh terberatku dalam menulis adalah perasaan anxiety. Gak ada alasan yang begitu detail, cuma tiba-tiba gelisah gak jelas aja, sampe kadang kalau parah banget bisa bikin stop nulis berbulan-bulan.",1.0,energi berkurang
malah cemas sendiri wkwk :((,0.0,
"orang nampak kita tenang , happy macam takda problem sebab hanya satu senyuman yang kita lempar keluar tetapi sedih resah dan gelisah berjuta yang kita pendam sendiri , hanya kita yang tahu .",0.0,
"Banyak cemas nya, jadi banyak nangis nya.",0.0,
"dirundung masalah ,..hati resah,..jiwa gelisah.",0.0,
kok dri tdi ku ngrsa gelisah bgt y?,0.0,
gelisah banget pas baru bangun tidur kaya langsung dapet pikiran pikiran jelek dan itu setiap hari banget,0.0,
duh yaallah gelisah bgt,0.0,
"Rasa hatii gelisah gini , setiap mau kerja mesti ngerasa was was gak tenang",0.0,
"Meskipun aku diam tenang bagai ikan, tapi aku gelisah pula bagai ombak dalam lautan. - RUMI..#MCO3",0.0,
"[cm] guys gmn sih rasanyaa, tiap hari kayak cemas bgt mikirin skripsi, jadwal sidang agustus bgt dan sampe skrg msh ngambang, mau revisian kayak otaknya kopong gitu aja tp tiap hari cemas bgt sampe gemeteran ğŸ˜­ğŸ˜­",1.0,energi berkurang
Resah dan gelisah..Mboh...lah..,0.0,
orang lain gatau gua ngerasain cemas setiap hari.,0.0,
umami mami mami gelisah hati ini,0.0,
"dibangunin rasa gelisah ini mah judulnya,,, udh tidur larut  masih aja bangun pagi",1.0,gangguan tidur
"sedikit cemas, banyak takutnya",0.0,
gue takut deh cemas nya udah berlebihan karena gue udah di fase yang takut bgt,0.0,
"Apa sebenarnya yang membuatku gelisah, please, tell me!",0.0,
"beberapa hari yg lalu gelisah, hari ini mens. baru sdh baca kalo gelisah itu salah satu gejala pms. jadi siapa yg kasi gelisahka ini, skripsi atau pms?",0.0,
Duh gelisah gini ya anjeng:(,0.0,
"Lebaran makin dekat. Ya Allah males bgt rasanya mau ketemu keluarga besar, males bgt ditanyain macemmacem, belum apaapa udah ga nyaman aja ni hati cemas bgt fakğŸ˜­",1.0,energi berkurang
"Tiba-tiba gelisah, gak nyampe 5 menit langsung mual parah. Memang asam lambung penyakit paling cepat ngefek kalo ada pikiran ğŸ‘ğŸ»",0.0,
Gelisah bertanda apa ya -_-,0.0,
"Katanya gua kuat, gua batu wkwk gua selalu panic attack kalo malem gelisah ga jelas mana ada yang tau wkwk gua ga keluar kamar seharian karna udh cape bgt boroÂ² ada yg peduli malah di bilang malesÂ²an padahal mereka gatau alasan gua begitu kenapa. Kayanya mentalhealt gua gapenting",1.0,energi berkurang
jd harap harap cemas sy ntr dpt vers apağŸ™‚,0.0,
resah dan gelisah,0.0,
"Beberapa hari ini bawaan nya gelisah mulu, kek ga tenang gitu.",0.0,
"Sumpa gw tb"" gelisah knp ya",0.0,
gue seharian gelisah bgt knp ya padahal ga ada apa-apa..tenang pas abis sholat doang abis tuh gelisah lagiğŸ˜”,0.0,
toxic bgt yaalah tiap malem selalu takut lupa ngerjain sesuatu ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­ kek gelisah gt anjr,0.0,
"Hari ini energinya berat banget. Harus ke dokter, USG, lalu rontgen. Hasilnya baru ketahuan besok. Duh, cemas banget.",1.0,energi berkurang
"Waktu akan terasa lambat bagi mereka yang menunggu, terlalu panjang bagi yang gelisah, dan terlalu pendek bagi yang bahagia. N #PojokMoveOn",0.0,
Perasaan gelisah adalah the worst thing .ever.,0.0,
tiap menjelang malem gini selalu cemas bakal ada drama apa tar malem anak bayiku ini ğŸ¥º kalo gak ada suami pasti gila beneran dah ni ğŸ¥º,0.0,
"Kenapa takut pd lara sementara semua rasa kita bisa cipta !..Akan selalu ada tenang , disela-sela gelisah yg menunggu reda ...",0.0,
cemas bgt ni hati knp yh.,0.0,
"Resah gelisah mengiringi, berharap ada yang mengerti, berharap tak ada di sini.",0.0,
"deg2an ih jadi gelisah gini, laper jugaağŸ˜­ bismillah yaa",0.0,
Say! Kalian ada ga yg cemas ttg kesehatan? Ada tips supaya ga terlalu over cemasnya?,0.0,
Gak enak hati gak tenang pokoknya gelisah :( banyakin dzikir yukk,0.0,
Agak tkut trus gelisah gitu...,0.0,
mulai gelisah sama perjalanan hidup yang gini gini aja,0.0,
gelisah gini eh,0.0,
Ini gw knp gelisah bgt?!!!,0.0,
gimana ya ngilangin rasa cemas,0.0,
Gelisah bgtt dr td kenapa yaaa,0.0,
gw kenapa cemas-cemas mulu ya dari kemarin...,0.0,
Ya Allah ak cuma minta hidup aman tentram dan damai tanpa dihantui rasa cemas doang ya Allah ğŸ˜©ğŸ˜©,0.0,
Lama lama jantungnya kerasa mau copot kalo gelisah gini,0.0,
"sekarang tu tiap hari bawaannya cemas terus, berasa kek lagi nunggu sidang skripsi gitu lo. paham kan ya rasanya deg degan, khawatir, takut. bedanya kalo skrg gatau yg dicemasin tu apa",0.0,
Kebiasaan suka cemas gajelas,0.0,
-rek kalian kalau mulai cemas ngapain biar reda?,1.0,
pen tidur tpi gelisah.pahamkan?,1.0,gangguan tidur
Gelisah tapi gatau sebabnya tuh gaenak bgt yaaaağŸ˜ daritadi deg deg an. Semoga semuanya baik2 aja,0.0,
anjir gelisah bgt hari ini kenapasi ya,0.0,
"Gelisah yang melanda, sangatlah mengganggu suasana",0.0,
Sch! Aku kecanduan main hp sampe kalau ga ada hp rasanya gelisah. Cara ngilanginnya gimana yaa,0.0,
"um! plis ini gimana gua ngerasa takut mau keluar rumah krn takut ketemu orang2, gatau kenapaaaaaa, pdhl gua dulu ga giniiiğŸ¥ºğŸ˜¢trs suka nervous trs kek cemas berlebih ampe keringetan gituuuuuuu",0.0,
Gelisah banget kenapa ya :(((,0.0,
"Kayaknya beneran udah di tahap anxiety kalo tiap buka whatsapp. Rasanya beneran cemas, takut, deg degan, merasa bersalah, merasa useless. Pengen ngilang rasanya, tapi bahas tugas sama pameran disitu semua...",0.0,
"itu kalau lagi cemas/khawatir, parnonya berlebihan loh. ^^",0.0,
gelisah bgt njir,0.0,
Resah gelisah mengiringi,0.0,
hloo? wkwk udh lama ga jbjb mutual. akun ku mlah jd kliatan kyak bot rt yağŸ˜­ ..tbh akhir2 ini ak ngrasa cape. rasa cemas slalu tiba2 dteng tanpa sebab smpe ak mikir i hate myself even more. bhkan kmaren smpe di titik dmn pikiran nyakitin diri sndiri dteng ke otak ak,1.0,gagasan membahayakan
-11fess mulai lg ni tiap malem gelisah:)))),0.0,
satu persatu keluarga (perempuannya) yg hampir seumuran mama meninggal. dan rata-rata dibawah mama. mulai cemas .....semoga selalu sehat ya ma ğŸ¥ºğŸ™ğŸ¼,0.0,
"Dulunya terasa indah.Tapi sekarang nyatanya .Terasa gelisah, gundah dsbg;(",0.0,
"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati""",0.0,
Gabisa tidur karena cemas ga enak banget gabisa di bawa nonton juga,1.0,gangguan tidur
Kyknya kebnykan dosa deh klo gelisah mulu gini,0.0,
"Sial, cemas lagi, muntah lagi!",0.0,
gmn ya masa cemas berkepanjangan ..,0.0,
"pikiran lg bener kebagi bagi banget, sampe tadi ketiduranpun kaya ngerasa cemas, tp gatau cemasnya karna apağŸ˜•",0.0,
"Ada cemas yang berlebihan hari ini, .Dan, ada yang lain.",0.0,
Bener2 aku lakuin ini shalat istikharah. Deg2annya gak karu2an gilaaaaak cemas banget,0.0,
Fwb cara nenangin hati yang lagi gelisah gimana ya? Ini bukan masalah cowok. Gw f20,0.0,
Perpaduan cemas dan gelisah membuatku sakit kepala hebat..ğŸ¤¯ğŸ¤•ğŸ¤•ğŸ¤•ğŸ¤•ğŸ¤•ğŸ¤•ğŸ¤•ğŸ˜µğŸ˜µ,0.0,
Cemas banget ğŸ˜ğŸ˜ğŸ˜ğŸ˜,0.0,
cemas berlebihan jam segini ganggu bgt tuhann,0.0,
cape gelisah mulu tiap hari:'(,0.0,
Gelisah berlebih sih,0.0,
"setiap tangi gasik, mesti atine gelisah,, ono sing koyo ngono ga??",0.0,
Bawaannya jadi gelisah haha,0.0,
Bingung dari kemarin ngerasa gelisah tapi gatau gelisah karena apa,0.0,
tanyarl ada yang tau obat penengan biar engga degdegan? aku tiap bangun tidur gelisah terus engga tau sebabnya apa atau ada saran lain supaya engga kaya gini terus. makasihğŸ¥°,0.0,
Aku berdansa di ujung gelisah,0.0,
Piyee iki kok awak ku gelisah yo,0.0,
Tiap denger temen mau sidang up suka jadi gelisah ga jelas pgn buru buru beresin juga tp klo di buru buru karna liat org takut malah ga bnr :( wkwk,0.0,
"Anjir lah, beberapa hari ini kek gabut bgt, jadi gelisah kok tugas ga muncul2ğŸ˜¢ğŸ˜¢.Biasanya hari senin/selasa udh ada tugas dan deadlinenya rabu/kamis -_-",0.0,
"Mau tanya, tapi takut.Kalau ga nanya, malah semakin gelisah",0.0,
Menunggu dengan cemas ğŸ˜­ğŸ˜­ğŸ˜­,0.0,
tapi hatinya mah tetep gelisah walau mulut ngomong,0.0,
makin cemas aja anjir ini mah ğŸ˜­,0.0,
"Belum solat jadi gelisah, mau solat masih mager. Astaghfirullah",0.0,
kenapa gelisah begini dahğŸ¥º campur aduk bgt perasaan,0.0,
Gelisah banget kenapa yağŸ¥²,0.0,
padahal lagi ga kangen sapa sapa tapi og gelisah resah,0.0,
"Gini bgt rasanya.. ga tenang, gelisah ğŸ˜¥ kaga tau knp, tidur kebangun2 trus, dihati dipikiran serasa numpuk mikirin apa ntah..",1.0,gangguan tidur
Terserang rasa gelisah,0.0,
"Rasa panik, gelisah saat ini ğŸ“ˆ",0.0,
Pengen tidur doang ya allah malah gelisah ga jelas ğŸ˜­ğŸ˜­,1.0,gangguan tidur
mampus gelisah banget,0.0,
mau tidur aja gelisah mulu far,0.0,
Mau tidur aja segala gelisah,0.0,
i get trauma. waktu kecil dikatain jelek karena punya tai lalat. pas udah beranjak gede sekitar sma juga pernah dikatain jelek sama cowo. emg punya tai lalat itu cacat kah? apa suatu kesalahan aku punya tai lalat? gatau knp aku akhir akhir ini mulai cemas lagi soal masalah iniğŸ˜­,1.0,harga diri berkurang
Tak seharusnya aku cemas perihal takdir. Sebab selembar daun pun Allah sudah atur akan jatuh kapan dan dimana,0.0,
"[Cm] Tolong tenangin aku teman2 â˜¹.Bilangin ""gakpapa"" kalo penelitian aku lama.""Its oke"" kalo belom juga nyusun skripsi.""Its oke"" kalo wisuda agak mundur dari rencana.Gakpapa kaan??? â˜¹.Mulai gelisah sendiri aku :(( penelitianku udah 5 bulan soalnya (+2 bln magang)ğŸ˜­",0.0,
"Ketika â€œmengandalkan diri sendiriâ€ adalah jawaban terbaik untuk melupakan amarah, cemas, dan kecewa",0.0,
2 minggu menuju ujian dan udh mulai resah gelisah dan banyak pikiran,0.0,
"knp ya kalo ada byk org ngobrol dpn rmh, motor byk yg lewat jg, perasaan lgsg gelisah takut gt",0.0,
"Biasanya tiap malem kalo sendirian gelisah, ini tenang. Rasanya beda banget.",0.0,
"khawatir boleh, cemas boleh. gak ada yang melarang.",0.0,
duhh kok cemas tbtb ya akuu ğŸ¥ºğŸ¥º,1.0,
"cape gk sih,,,,, aku akhir2 ini lagi gelisah sm sesuatu ky pengen cepet2 nunggu waktunya dtng trus selesai gtu huuhh ğŸ¥ºğŸ¤§ğŸ‘‹",0.0,
Cemas nian lajuğŸ˜­,0.0,
"Kebahagiaan dan kesedihan bergerak dalam satu pintu,tak perlu cemas menghadapi proses kehidupan ini.",0.0,
Tidak usah cemas ceritamu ditulis oleh penulis skenario terbaik,0.0,
"Kalau lagi cemas tuh beneran tangan berasa lemes banget, deg-degan. Tapi bangga, selalu percaya kalau fase-fase begitu tu cuma sementara ğŸ¤—",1.0,energi berkurang
bangun tidur udh gelisah aja ni asu knp y,0.0,
"Padahal keadaan dan keinginan yang tidak bisa bertemu, lantas kenapa hati menjadi gelisah?",0.0,
ğŸ˜­ cemas bat semoga ga kenapa napa aku,0.0,
Gelisah mikirin idup,1.0,energi berkurang
aku pengen me time tapi takut karena aku orangnya bukan tipe panikan tapi suka cemas sendiri gatau kenapa,0.0,
"Takut dan banyak spekulasi , cemas",0.0,
Udh bbrp hari gelisah trus kenapa ya,0.0,
Ku ingin hembuskan gelisah di dada dengan nafasku,0.0,
"lagi cemas tbtb mikirin mati, eh ada pengumuman di masjid ada yg meninggal. ya allahğŸ’”",0.0,
Gelisah mulu napasii,0.0,
Pusing dan cemas,0.0,
"Hangat pelukmu yang menghapus segala gundah dan gelisah. Akan selalu kamu dan kamu yang ada dihatiku, mengalir dalam darah dinadiku â˜º",0.0,
Ko gelisah bgt ya malem ini?,0.0,
Minggu malam gini pasti selalu gelisah njirrğŸ˜¤,0.0,
Semakin dekat hari Raya Idul Fitri ada rasa gelisah dan resah walaupun aq bisa menutupi dgn senyumku..Sudah hampir 8 thn hari Raya tanpa makna dan terbiasa sendiri...Hanya bersyukur kepada Allah masih dpt berpuasa Ramadhan dan Lebaran...Dah Gitu Ajah,1.0,suram pesimis
Tak suka ada perasaan macam ni !! Gelisah semacam,0.0,
Gelisah malam ini,0.0,
dari kemarin gelisah terus:(,0.0,
3 hari tremor cemas,0.0,
Masih harapÂ² cemas,0.0,
"Aku mau nanya. .Kan aku orangnya Ekstrovert, tapi makin kesini aku makin takut kalo ketemu banyak orang kayak langsung cemas gitu lho. Ada yg tau gak itu kenapa?",0.0,
Kenapa tiap lagi ngerjain tugas selalu gelisah anjir terus pusing parah bikin mumet gabisa fokus atuhlah,1.0,konsentrasi berkurang
Ngapa nih gua gelisah,0.0,
ya Allah kenapa sih di rumah ini gue bawaannya marah marah anxious gelisah gak pas mulu ati gue kea akdhsksks hati ini dipenuhi kedengkian,0.0,
Haduh cemas gini padahal besok cuma presentasi...,0.0,
"belakangan taun ini sering bgt ngerasa cemas, gelisah, sedih, tapi teuing naon sebab na, kabeh datang dengan sendirinya. Aneh.",0.0,
"Cemas bgdd, hp mau jatoh lagii ğŸ˜­",0.0,
"Maju adalah harapan,.Berhenti adalah keputusasaan.Harapan yang gelisah lebih baik daripada putus asa..#morethanfriends",0.0,
Jadi saat waktunya tiba aku ga akan kaget lagi dan ga kecewa berlebihan. aku merendahkan ekspektasiku di tengah banyak kemungkinan. Itu aku urungkan karena aku tau dan sadar diri. Sekarang harusnya aku ga akan gelisah lg kan? Tp kenapa aku masih belum siap?,1.0,harga diri berkurang
ASLI ASLI AKHIR AKHIR INI GELISAH TIAP JAM 22.00 TAKUT TIBA TIBA MIXTAPE KELUAR,0.0,
Udah males bat kalo tiap hari bawaannya gelisah terus-terusan tanpa sebab,0.0,
"Aku bisa nglewatin ini gak ya? .Jujur dalem hati sih ngga ada rasa cemas sebenernya, cuman kek kepikiran aja gitu kirakira aku bisa bertahan ditempat ini gak ya??",0.0,
"Knp pikiran2 di masa dpn selalu membuat cemas, padahal blm tentu terjadi. Whyyyyyy? Sampe pusing bgt ni kepala. Pdhl udah nyemangatin diri sendiri buat tenang, sabar, pelan-pelan. Obatnya ada ga sihhh",0.0,
"Berkompromi dengan isi hati . Gelisah , gundah , senang , sedih . Kyk naik gondola tapi ga tau kapan turun dr wahana .",0.0,
"gue gampang gelisah, malah dibilang fake.",0.0,
"Gua gelisah banget kenapa ya, kurang ibadah kayanya..",0.0,
"Overthinking, gelisah, pusing sendiri, cape, pengen nangis, nyesek mulai memasuki ruangan ğŸ¤§",1.0,energi berkurang
Hati lg kenapa si ini gelisah bgt,0.0,
"dah males kerja , kalau udah sering ngerasain cemas",0.0,
Sekitar 5 tahun (pertengahan 2016) terakhir kali ngerasain perasaan cemas dan ga punya motivasi begini. Sekarang muncul lagi. Ya Allah harus gimana ini..,0.0,
Pelan saja aku ingin bicara tentang perasaan yang gelisah dengan keadaan,0.0,
"TAKUT, PASRAH, CEMAS, YA GIMANA YA???",8.0,
"Help ma mental... Gini amat siihh.. .Baru tadi sore bilang sama diri sendiri kalo lo tuh hebattt, hebatt karna rasa cemas dan ke overthinking an lo itu udh gak muncul lagi beberapa bulan ini, tapi kenapa skrng muncul lagi ğŸ˜­ğŸ˜­",0.0,
kok skrg bnyk sender yg minta au bikin nangis trs explain tags nya like literally brutal.. gue agak khawatir..,0.0,
Berdansa diujung gelisah,0.0,
kalian klo di rumah sendirian suka was was cemas gtu gaksi?,0.0,
"Pas baca-baca lagi soft file proposal, kok gini ya banyak yang salah. Tapi mau gimana berkas nya udah di sebar, makin cemas dah.",0.0,
"Ptn! puasa sosial media sesudah utbk menurut kalian gimana? Aku lagi cemas banget rasanya enggan buka2 sosmed,tapi gabisa kalau of tweeter soalnya butuh informasi buat daftar umğŸ˜­",0.0,
Perasaan ini gelisah kenapa ya? Aku menganggap managerku layaknya ibu sendiri padahal beda usia hanya setahun lebih tua. ..Atau aku tertarik dengan yang jiwa keibuan ya,0.0,
"Rasa cemas yg kegini ni yg gue gak sukağŸ˜­ .Tiba tiba nangis gak jelas, sakit dada, gemeteran dll... .Tapi pujiTuhan gak pernah ada niatan buat ngelukain diri sendiri ğŸ¥º",0.0,
jadi gini.. para author pernah ga si mau ngepost au chat tp pas reread cringe gt.. takut pembaca ga suka... gw lg wb + ga pede bgt... gelisah sendiri.... hhhhh,0.0,
"Sedih bangat, berasa patah hati pdhal ngk tau alasannya apa ğŸ˜¥",0.0,
Suka cemas sama masa depan,1.0,suram pesimis
"Sendiri, menemani dalam sepi.Menghempas segala gelisah dihati.Mencoba mencari ketenangan diri.Yang selama ini terkhianati",0.0,
"Resah, Gundah, Gelisah",0.0,
"Uda brpa hari tidur ga nyenyak bgt, gelisah bangetğŸ¥²",1.0,gangguan tidur
Knp jd gelisah anjir,0.0,
Baru lebaran tahun ini gue rada cemas dpt pertnyaan template yg sering org2 keluhkan. Aduu ntr jwb apa,0.0,
capek gelisah mulu,0.0,
"Gw bawaan nya gelisah, bingung, degâ€an, pdhl orgâ€ kek sntai aja:)",0.0,
"Ketika hati sedang gundah, gelisah dan dipenuhi dengan keputusasaan, ingatlah bahwa hanya kepada Tuhan kita mengadu.",0.0,
"mental down karna sosmed tu g enak bgt :""/ lo cemas tp ga bisa ngapa ngapain :((",0.0,
Penyakit hati yg susah ilang: susah banget ga kepo sama kehidupan orang lain a.k.a iri sampe gelisah. Any tips?,0.0,
Kenapa ya cemas susah ilang? Deg2an panik itu juga ganggu banget ga cuman nangis aja yang ganggu. Kayak hey wft!,0.0,
harap harap cemas,0.0,
Mimpi buruk beberapa menit membuat cemas dan tidak bersemangat berhari2,0.0,
"Gelisah, galau kalau seharian ga ada kabar..",0.0,
"Aku makin gelisah, dan aku menangis sejadi jadinya, dan mereka cuma liatin aku nangis, dan mreka blg, tenang aja mbak gak diapa2kn kok dsini, mbak tinggal istrahat aja, mbak mau apa tinggal bilang aja, nanti bakal kami turuti permintaan mbak, kecuali 1 yaitu kabur, nanti mbak tau",0.0,
resah gelisah mengiringi,0.0,
"Help! .Akhir-akhir ini tiap ketemu orang banyak yang nggak ku kenal, selalu ngerasa pusing banget, perut tiba-tiba mual, cemas, panik. Cara ngatasinnya gimana sih? Dan itu kenapa sih?",0.0,
"Lagi dekat hari nya lagi banyak aku overthinking, ya allah. Tenangkan lah hati aku yg makin gelisah ğŸ˜”",0.0,
Gelisah tanpa sebab. Ko bisa?,0.0,
"Hanya rasanya seperti badai, gemuruh, riuh, gelisah dan cukup menyesakkan.",0.0,
3G..gundah gelana gelisah,0.0,
Gelisah mulu idup w kapan bisa tenang y,0.0,
dah lama tau tak kene hm tiba2 gelisah + sakit dada gila2 ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­,0.0,
gelisah galau merana,0.0,
"Diem2 aja, tau2 ada aja. Takut, masih harap2 cemas juga nunggu bulan ini ğŸ¥ºğŸ™ğŸ»",0.0,
"Semacam ga semangat banget deh. Gelisah, banyak pikiran, jenuh, bingung, sedih, marah, takut, kalut. Ah...",0.0,
"ğŸ§ guys, cara biar ngga gampang ke-trigger gimana ya? tl aku lagi sedih-sedih, aku jadi ikutan sedih ... sekarang rasanya deg-degan cemas, mau nangis.",0.0,
"Biasanya tidur pules tiap siang, ni mau istirahat bentar aja rasanya gelisah gegara tugas belom pada selesaiğŸ˜­ğŸ˜­",1.0,energi berkurang
"Wehh gw bangun tidur aja langsung cemas-cemas takut anjir, gasuka gini.",0.0,
"Tidak usah terlalu cemas, ceritamu ditulis oleh penulis skenario terbaik",0.0,
Sbenernya kalian tahu bahwa obat dari gelisah dan galaumu itu adlah dngn brdoa kpada Tuhan.Tapi knapa kau masih melupakanNya. #KupasGundah,0.0,
"gelisah dan emosinya kayak lagi PMS, padahal udah lewat. rasanya nggak nyaman banget. kesenggol sitik mau nanges. ğŸ˜– istighfar banyak-banyak nduk",0.0,
"mau tidur gelisah, bangun tidur gelisah. mau mati apa gimana ini ,",1.0,gagasan membahayakan
Emosional ketika PMS dilatarbelakangi oleh insekuritas yg juga meningkat akibat hormon-hormon ini. Entah kenapa jd akan merasa cemas ke banyak hal tanpa alasan kalopun ada alasannya keknya lebay aja ampe segitunya ğŸ™ƒğŸ™ƒğŸ™ƒ,1.0,harga diri berkurang
rasanya gelisah bgt knp ya,0.0,
gelisah oh gelisah.,0.0,
selalu cemas mikirin hari besokğŸ¤¯ğŸ˜µğŸ¥´,0.0,
"kalo lagi blank sama gelisah, pasti ketikanku acak-acak anğŸ˜­ğŸ˜­ğŸ˜­",0.0,
Gelisah gini yaallah:(,0.0,
"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati""",0.0,
Kyknya aku akan meninggalkan whatsapp alias gamau sering2 buka krn gatau kek cemas ae tiap buka,0.0,
Minggu ini bener bener ngga bisa tenangğŸ˜­ğŸ¥ºğŸ¦– ada aja yang bikin gelisahğŸ˜­ğŸ‘,0.0,
Gelisah banget huhh,0.0,
pernah ga sih.. lo jujur tapi lo yang gelisah sendiri hh,0.0,
bingung dan gelisah.Hati ini serasa mati .Ketika kau berubah,0.0,
Gabisa tidur gelisah mulu,0.0,
"Kenapa sih, tiap kali mau lakuin sesuatu pasti gelisah..",0.0,
"aku bisu, terpaku dalam lembaran mimpi.aku tersentak ketika denting waktu memanggilku.aku terbangun, gelisah",0.0,
Kan bener pantes gelisah bener aja dapetğŸ˜“,0.0,
"Pernah gasi ngerasain tiap hari gelisah karena mencemaskan masa depan, seharian mikirin ituuu aja terus, jujursih ya cape banget capeeeee bangett, cuma harus banyak plan abcdefg untuk kedepannya, cuma bisa bilang ke diri sendiri ""yo semangat yo"" :')",1.0,suram pesimis
ini kenapa.. tiba tiba gelisah bangetğŸ˜€,0.0,
"gelisah galau merana mulu tiap malem dah, susah nih emang kalo udah kepatil",0.0,
"Gelisah, jantung berdebar.Fix cemas lagi :)",0.0,
"g galau, cemas aja",0.0,
"tanyarl kenapa ga akhir akhir ini aku suka gatenang pas udah diatas jam 9 an, padahal lagi ga ada masalah. Gimana sih cara supaya mencegah gelisah?",0.0,
"Pagi ini gue tbtb cemas gelisah pusing pikiran ngga ngga mual ampe udah keluar semua isi perut gemeter jantung berdebar gakaruan ah gue takut. Ampe kepikiran gimana kalo gue mati. takut gue bener bener takut :""""",0.0,
biarkan si cemas ini istirahat ya. tolong ini mah,0.0,
"Percayalah, dia sangat mencintaimu..Hanya saja kau terlalu cemas akan kehilangan, karna kau sudah berkali2 jatuh ğŸ˜Œ",0.0,
Level tertinggi kangen adalah ketika kamu cemas tentang dia tanpa ada alasan yang jelas.,0.0,
"Awalnya sih jalanin aja dulu, pada akhirnya mulai tumbuh rasa khawatir dan cemas akan keadaan nya.",0.0,
"Sebenernya hepi hepi aja sih gue sekarang, tapi ya emang suka tiba2 gelisah gitu",0.0,
kenapa ya tibatiba cemas berlebihan sama keringet dingin:))))),0.0,
aku galau gelisah merana,0.0,
"kalo gelisah gabisa tidur wajar.. plis ini lagi seneng, masa gabisa tidur juga:)",1.0,gangguan tidur
"stop disclaimer depres dgn mudahnya...depressi itu sakit,g enak capek,,penyakit mntal tu g cuma depresi",0.0,
"puyeng, gelisah, gemeteran jadi satu mantap sobat",0.0,
"Kalo udah jodoh, .segala ragu pasti jadi utuh, .segala cemas pasti jadi",0.0,
"Jd sering gelisah tengah malem tp gada sebab,knp iniğŸ˜©",0.0,
Ga tau kenapa hari ini bawaanya gelisah bangetğŸ˜”,0.0,
