text,label,reasoning
Akhirnya bs napas &amp; makan setelah nganter miko ketemu dokter. Apalagi keadaannya gak parah seperti yg dikira2 dokter satunya...Dipikir2 gangguan cemas gw parah juga ya..panik sama situasi &amp; kondisi miko sampe tadi siang ga bs mikir + mual + pengen muntah. Almost panic attack,0.0,
Gelisah aje batin rasanyeğŸ¥º,0.0,
"aku kecik hati. aku pujuk diri sendiri. orang lain kecik hati, aku gelisah, terfikir macam mana nak baik kan keadaan. I'm nothing.",1.0,harga diri berkurang
Slalu dihantui rasa cemas,0.0,
"Semua terasa begitu singkat dan untuk sekarang mulai takut untuk kehilangan,mulai merasa cemas dalam berbagai hal,entah bagaimana hal itu bila benar-benar terjadi",0.0,
kok gua akhir akhir enih mudah cemas ye,0.0,
gatau knp tbtb gelisah ga tenang,0.0,
Minggu Minggu tenang tp gelisah ğŸ˜©,0.0,
"Bener kan lsg dikatain lebay cuma gara2 gitu doang ğŸ˜¢ iya gitu doang, tapi beneran bikin stress sama gelisah gak karuan ğŸ˜”ğŸ˜”",0.0,
"Pernah egk sih klian ngerasa kyk sedih tpie egk sedih, tpie kyk gelisah tpie egk tw apa kyk bingung, mau nya bobo aj tpie egk bsa",1.0,energi berkurang
"kenapa ya gue cb dream kali ini kayak gelisah banget,gatau kenapa?ğŸ˜”",0.0,
"Gak perlu cemas,ceritamu di tulis oleh penulis skenario terbaik",0.0,
"Asuhlah batinmu sendiri, jangan cemas dan gugup, karena disisiNYA lah jiwa jiwa yang tenang.",0.0,
Masih harap2 cemas banget ğŸ˜£,0.0,
Bedaaa waktu jadi gelisah giniiiii,0.0,
"caraa biar ga mikirrin hal hal negatif dan ga gampang cemas gimanaa sii, mau hidupp tenang tanpa tiap menit mikir yg ga seharus nya di pikirin.... ğŸ˜ğŸ˜©",1.0,suram pesimis
kebiasaan dichat sehari doang gadichat lgsg gelisah ğŸ™ƒ YA TP MASA GUE CHAT DULUAN SI MUKA W MAU TARO MANA,0.0,
Aku berdansa di ujung gelisah.Mendambakan jiwa yang kehilangan arah,0.0,
pls aku gelisah banget gabisa tidur â˜¹ï¸â˜¹ï¸,1.0,gangguan tidur
"Badan ngilu, tidur ga nyenyak, pikiran cemas, pertanda apakah itu?",1.0,gangguan tidur
dikit cemas but it's okayyy,0.0,
"gelisah, takut, overthinking dalam waktu yang bersamaan bisa disebut panic attack gak si?",0.0,
"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati""",0.0,
Ada yg bikin cemas ada yg bikin khawatir sampe gak bisa mikir apaan sih iniğŸ˜–ğŸ˜–ğŸ˜–,0.0,
"Engkau harus tegas menghadapi masalah, daripada gelisah membayangkan penyiksaannya terhadapmu",0.0,
Ya Allah gue ga tau ko hati gue gelisah ya :(,0.0,
"lalu kapan saya akan di wisuda, adik kelas sudah lebih dulu.hati cemas merasa masih begini, teman baik sudah di DO",0.0,suram pesimis
kok gw cemas begini yakk,0.0,
"setiap hari minggu pasti deh gelisah, mikirin besok senin.",0.0,
"Seriusan dah seumur umur ga pernah cemas kalo nambah umur, tapi kok menginjak 24 ini gue cemas banget ya, rasanya kayak ""my time is running out"".",1.0,suram pesimis
"bangun tidur gelisah, mau tidur gelisah",0.0,
bisa bisanya gua gelisah gini wkwk,0.0,
Ondehh diriku pula yang merasa cemas:(,0.0,
"tugas gua udh kelar semua dri kmren, tpi knp hati ini gelisah? merasa seperti sesuatu yg buruk akan tiba?! ......",0.0,
Pernah gasi saling suka terus yaudah aja. GELISAH TIAP HARI ANJEEEEEEEER.,0.0,
"Ah gua mau cerita deh, gua cape tiba tiba panik dan kepikiran. Itu mengganggu aktivitas banget. Apalagi sekarang lg uts. Ini udah lama, dan selalu mengganggu, kalo udah begini pasti cuma bisa nangis. Gua benci tiba tiba panik dan cemas karena susah buat mikir",0.0,
"Stres berkepanjangan,depresi setiap malam,merasa gelisah,udah bangkit berkali kali tapi hasilnya zonk, merasa mengandalkan Tuhan tidak ada gunanya ? Hei!! Cobalah untuk ""menyerah'' :)",1.0,suram pesimis
Ngomong jujur pun orang kaya saya dikira bohong. Kikuk dan cemas,0.0,
kok bawaannya gelisah terus,0.0,
"Sudah resah, ditimpa gelisah, ditubruk gundah. Akhirnya semua bubrah. Gud job.",0.0,
kenapa ya akhir akhir ini cemas+deg degan mulu,0.0,
"Yang buat cemas ketika ekspetasi sudah dijinjing tinggi, padahal secara logika reason seperti itu harusnya diterima",0.0,
"hng, knp gelisah bgt ya :(",0.0,
resah gelisah mengiringi,0.0,
Minta doanya.Aku takut bgt hehehe cemas bgt.Pokoknya minta doanyağŸ™ğŸ»,0.0,
"gps, gelisah spaneng panik",0.0,
Merasa gelisah sudah beberapa bulan tidak mencari nafkah dg kreatifitas,0.0,
"sejujurnya pgn ada satu org yg bersedia jd rumah -buat gue. ngasih tau kalo salah, nenangin kalo gelisah, dan meluk saat dunia bikin lelah. nyoba buat bertahan sendiri, tapi nyatanya lama-lama jadi gak baik-baik aja.",0.0,
Biasanya tuh paling lambat jm 9 udh tidur. Ini gegara kepikiran sesuatu malah gelisah,1.0,gangguan tidur
Beberapa hari ini tiap mo tidur gelisah gapaham deh kenapa:(,0.0,
"mungkin emang fasenya ya di umur 20 an ngerasain hal yang kok hidup kek gini aja ya, kaya blm hasilin apa2, ovethingking masalah masa depan sampe ke bawa jadi cemas gitu.",1.0,harga diri berkurang
Ngerasa cemas tanpa sebab,0.0,
"Ketika gelisah lebih tidak enak ternyata ,mending di suruh nunggu daripada kacau begini",0.0,
GELISAH BANGET ANJIR KENAPA YAH??? KOK TIBA2 GELISAH GINI ğŸ˜­,0.0,
Melalui hari belum tenang tanpa ucapan selamat pagi.Melalui malam terus gelisah tanpa ucapan selamat malam..,0.0,
"dihadapkan emosi,mangkek dan cemas luar biasa tapi haram di keluarkan . situasi yg sangat bajingan .",0.0,
"Ini kali pertama gw deg degan, ling lung, cemas tiada akhir suami gw pergi offshore. Pdhl cm mau ngelewatin 2 hari doang stress nya serasa berabad abad.",0.0,
Lemes tp gelisah gini sih badan,1.0,energi berkurang
Bbrp hari ini gelisah bgt pas mau tidur. Pas udah tidur nya gak sadar apa2 kek org pingsan ğŸ˜‚,0.0,
"Hati yang sepi dari doa dan pujian kepada Tuhan - mudah gelisah, tak sabaran, dan marah tanpa sebab.",0.0,
Kebiasaan bgt kalo udh cemas bawaannya sampe mau muntahğŸ˜Œ,0.0,
ketika ingin bepergian atau mengerjakan sesuatu pasti gelisah dan tidak bisa tidurğŸ¤¢,0.0,
"apa yang perlu dikerjain hari ini udah, tapi masih aja ada rasa gelisah",0.0,
Kok rada-rada cemas ya saya :(,0.0,
"Gelisah, galau kalau seharian ga ada kabar..",0.0,
"Ga jadi tidur, gelisah bgt mikirin masa depan@@",1.0,gangguan tidur
"Kalo kalian lagi takut atau perasaan gelisah, kalian ngapain?",0.0,
Sudah bbrapa malam wktu tidur hanya sejam hehe gelisah begitu bunğŸ¤ª,1.0,gangguan tidur
"Tau gak? Dada sesek, cemas, pengen nangis tapi pas di nangisin gak keluar air matanya. Heheheheh.....",0.0,
"ah i see, kayanya mual disebabkan terlalu cemas :)) ngeri bngt si kalo udh overthinking..",0.0,
Gak bisa tidur malem ini kok gelisah bgt ya,1.0,gangguan tidur
Sedikit cemas banyak kaldunyaa,0.0,
"Nafsu makan turun, Berat badan turun, cemas berlibahan sering nangis apakah ini yang dinamakan depresi",1.0,nafsu makan berkurang
cemas nya gue tuh kek dampak buruk gitu bikin kepala sakit suka ketakutan:(,0.0,
gue ngerasa gelisah bgt knp dah yaampun,0.0,
"Gak tau kenapa.Badan ini lunglai, otak tak jernih, dan diri gelisah.",0.0,
"Beberapa hari serasa beda, entah apa rasanya gelisah",0.0,
Gelisah bgt :( gabisa nangis ketahan.Masi ga nyangka aja uda ldr lagi ğŸ’”,0.0,
"Aku harus tegas menghadapi masalah, daripada gelisah membayangkan penyiksaannya terhadapku.",0.0,
kenapa suka gelisah for no reason si,0.0,
kenapa hati gelisah banget ya,0.0,
"Jangan cemas Sil, jangan",0.0,
"Jangan membuat keputusan saat tidak fit apalagi market lagi merah merona karena rasa cemas, takut dan kondisi psikologisnya sedang kurang baik #notetomyself #belajarcrypto",0.0,
"Hilangkanlah gelisah ini, Amin.",0.0,
"kalo ada orang yang baaaiiiiiiik banget sama aku, aku jadi suka bingung sendiri, kadang gelisah, pusing banget kepikiran gemana cara bales kebaikannya dan gimana kalo ga bisa bales kebaikannya:(((",0.0,
Disela-sela gelisah mungkin ada rindu yg harus kita tuai bersama.,0.0,
Banget banget cemas ğŸ˜ğŸ˜,0.0,
orang dewasa gini ya.semalem resah dan gelisah.besok paginya like nothing happened ğŸ˜Š,0.0,
guys ada yg sama kek aku gaa? kek suka takut tapi gatau takutin apaa terus cemas gitu :((,0.0,
Kadang merasa cemas karena besok2. .Capek mikir.  Kudu istirahat. Ujung2nya liat ijo2 tpinya ntar stress lagi. .Emang wes sikluse huhuuuuuu -.-,0.0,
"-rl kalian prnah ga lg diem2 aja tp tiba2 ngerasa hati ga enak, gelisah gtu, knp yak",0.0,
Sepanjang hari rasanya gelisah ğŸ¥º,0.0,
"G boleh raguin Tuhan, tapi kdng rasa cemas tu muncul aj g jlasss bgt!",0.0,
Insom + gelisah mulu tiap hari ğŸ˜­,1.0,gangguan tidur
Memasing cemas pkp kah mcam mana? Nama je pkp tpi dia mcam biasa je nnt korang tgk lah nnt #kerajaanbebal,0.0,
gelisah bgt hati gatenanggg asdmekendd,0.0,
"jadi bete, betulan pengen nangis. ngga suka. bikin gelisah.",0.0,
Haduh suka cemas tiba2 kenapa sihh,0.0,
Gw ga panik tp gw gelisah anjr,0.0,
"tiap malem overthinking, cemas, gelisah..tiap ngelakuin aktifitas yg ngga gw suka, gw selalu mual dan sakit perut. .kadang kalo kebanyakan mikir juga bikin sakit kepala :(",0.0,
"Antara sedih, cemas, ah! Gtw deh",0.0,
Dilema.bingung.gelisah...gue harus apa anying bsok...//,0.0,
"Sblmnya cin minta maaf bgt akun ini lg gk berjalan sesuai ekspektasi kalian. Gk tau knp blkngn ini sedih trs, gelisah, pngn nyerah, sering panik...Cin tau waktu trs berjalan, i really try so hard but sorry lagi"" cin gagal...Maaf ya semuanya, cin blm bs ksh hal positif ke kalian:)",1.0,rasa bersalah
"Overthinking,kesepian,cemas,badmood,sedih,keinget hal-hal bikin gak enak hati..Gitu aja terus ğŸ˜­",0.0,
klo gelisah tanpa sebab itu kenapa sih,0.0,
Cari kerja dan prospek bakal jadi pengangguran itu bikin gelisah ğŸ˜”,0.0,
"Susah banget buat jadi ""bodo amatan"" atau ""yaudahlah"" sama hal-hal yg ngeganggu pikiran. Kek harus banget mikirin apa alasan hal itu terjadi, harus banget mikirin gimana dampaknya ke dalam diri, pokoknya bikin otak gak berhenti berfikir, dan bikin hati jadi gelisah. Argghh",0.0,
"Sial,daritadi ga bisa tenang .Gua gelisah banget",0.0,
nonton youtube apa ya biar ga gelisah,0.0,
"Balik gawe tiba tiba hati deg deg an, perasaan cemas dan gak tau karena apa :(.",0.0,
"hati yang gelisah adalah orang selalu mencari kesalahan orang lain, sampai lupa bahwa diri sendiri masih sering melakukan salah.",0.0,
"[cm] ikut organisasi kampus ternyata secapek ini ya ğŸ˜­ ngga cuma capek fisik, tapi capek hati juga. aku tiap mau rapat selalu ketakutan, selalu cemas, selalu pengen nangis. pengen udahan tapi nyatanya nyerah lebih susah dr pd bertahan",1.0,energi berkurang
Tiba tiba gelisah. Gk ada yg mau bikin Spaces gitu. Biar dengerin klean ngobrol.,0.0,
"-rl guys mau nanya. Aku kalau lagi ada di keadaan yang berisik/ngga kondusif gitu suka jadi gelisah, pusing, panik, kadang rada keringetan, atau sampai nangis, kira kira ada yang tau ngga itu kenapa..? Aku bingung.. selalu kayak gitu soalnya- atau itu memang reaksi yang (cont)",0.0,
"Gelisah banget perasaan dr td gabisa anteng, pikiran ga tenang tapi gatau juga mikir apaanğŸ¤ª",0.0,
"Kek susah tidur, kek org gelisah, tidur bentar bangun lagi tidur lagi bangun lagi, duh, tips biar bisa tidur gimana, harus gak ngerasa gelisah kali ya ğŸ¤”",1.0,gangguan tidur
Gw knp kek gelisah gitu ajg ğŸ˜­,0.0,
"btw pala gua selalu pusing pas bangun tidur,ditambah rasa gelisah setelah tadi ngeluarin uang pribadi buat biaya sekolah huft",0.0,
ko dari tadi gw gelisah mulu,0.0,
Cemas sampe mute wa dr seseorang,0.0,
sedang gelisah dari siang tapi dicuekin,0.0,
Gelisah sekujur badan; mood acak-acakan; nggak tau arah; cepatlah usai.,1.0,energi berkurang
Cemas tiap weekend disini,0.0,
"Saya sedang berada di fase dimana saya cemas akan masa depan,tetapi kita harus fositif thinking serahkan dan percayakan semuanya kepada tuhan sembari ikhtiar dan berdoa agar mendapatkan hasil yang terbaik.",0.0,
mulai gelisah ğŸ˜«,0.0,
Kenapa gua malah jadi gelisah ya,0.0,
"Jika hatimu sedih dan tak ada yang mendengarkan gelisah gundamu, cukup datang aja pada Allah, dia pasti ngerti apa yang ada di hatimu ...",0.0,
Udah seminggu gelisah gini trs,0.0,
bangun-bangun trs gelisah tu kenapaaaa,1.0,gangguan tidur
"insecure, takut, cemas, ragu, kecewa.",0.0,
"Ya intinya bgtu gw lg ngerasain cape,sedih,kesel,gelisah. Kayak rasa tuh campur aduk di hati sama pikiran, di otak gw tu lg travelling berbagai byk hal dr masalah sampe Bahagia yg pernah gw rasain sampe detik ini.",1.0,energi berkurang
Hmm kok gelisah gini ya ğŸ¥º,0.0,
gelisah dan khawatir berlebihan,0.0,
Ketika efek obat depres udah mulai ilang dan fase depres udah mulai muncul tuh capek banget,1.0,energi berkurang
Menjalani fase dimana rasa gelisah terus menghantui,0.0,
udah seminggu tapi belum dapet balesan juga alias harap-harap cemas banget ğŸ¥ºğŸ˜­,0.0,
"H-2 perasaan aku gak karuan banget njirr,, gelisah galau merana kaya gak tenang aja gitu. Campur aduk perasaan aku gak enak banget njirr ğŸ˜­",0.0,
"Gelisah mulu, padal puasa loh",0.0,
"Bimbang,gelisah,sedih campur aduk pokoknya . Begini amat ya :')",0.0,
Tbtb cemas bgt yampun,0.0,
ihh gelisah gua,0.0,
gelisah mulu ada apaan ya:(,0.0,
ada tugas ngeluh ga ada tugas cemas-cemas heran,0.0,
"Jika kamu mampu bersyukur atas apa yang telah Tuhan berikan untukmu, kamu tak akan cemas memikirkan apa yang bukan milikmu. #D4rkBOT",0.0,
"males gini kalo lagi diposisi gelisah, bimbang, bingung. buat ngambil suatu keputusan :(",0.0,
"Kmrn ngga ada tidur, baru bisa tidurnya jam stngh 7 td pagi tp jam 8 udah kebangun...Trus ngga bisa Tidur lg sampe sore baru tidur cuma stngh jam.......Lah jam 00.55 tiba2 ngerasa gelisah,sesak nafas,&amp; pengen nangis.. ini gw kenapa lg ğŸ˜‘ padahal ngga lg mikirin apa2",1.0,gangguan tidur
"Setiap malam kadang suka ngerasa hati kosong, gelisah gak tau maunya apa",1.0,hilang minat
"Dah 3 minggu ni aku rasa penatt sgt. Jantung berdebarÂ², badan seram sejuk, dlm kepala otak ni tak habisÂ² fikir benda bukanÂ². Rasa tak diperlukan, rasa diabaikan..Jiwa ni resah. Gelisah. Takut.",1.0,harga diri berkurang
"Kenapa ya makin gua mikir kalo punya relationship itu membahagiakan, makin gua juga khawatir, takut, cemas :((",0.0,
"Udah lama gak ngrasain ini tapi tadi malem kembali.Rasa gelisah, khawatir, rewel dahal laptop lagi dipinjem pengen suruh cepat balikin tapi gak berani yg berujung ngajak ribut masHam, gak nyaman pengen cepet cepet pulang ke rumah, padahal lagi jam 9 malam lebih",1.0,energi berkurang
"gelisah bet tiap aplot gambar di akun sebelah, kek trauma dirujak manusia random padahal gambar gw fine2 aja ga ofensif apa gimana.",0.0,
"izinkan aku memetik gitar, percayalah..semua keluh kesah, resah, gelisah, sedih serta galaumu akan hilang seketika",0.0,
Anjir cemas gue berlebihan banget,0.0,
Resah dan gelisah,0.0,
"gimana ya, dasarnya emang penyendiri, mana mental lagi gak sehat makin makin udah. niat mau upgrade diri malah makin sering cemas",0.0,
aku gelisah tetapi di dalam Engkau ada Damai,0.0,
Pernah menjadi yang paling cemas hingga dipaksa harus menjadi yg paling ikhlas,0.0,
jangan cemas karma ada ko haduuuhzzzzz,0.0,
cemas banget tapi gatau kenapa,0.0,
Kadang aku cemas akan masa depan...Setidaknya saat ini aku masih diberi kesempatan untuk bersyukur dan menambah amal.,0.0,
"resah dan gelisah, pengen marah marah",0.0,
"Ya Allah kenapa sekarang susah bgt ngenal org baru, takut,cemas,khawatir ... Tremor lagi . Takut bgt sama diri sendiri",0.0,
Malem-malem gelisah ngapa ya..,0.0,
Hoo jadi itu masalahnya yang bikin gelisah dari hari Senin,0.0,
"Benci bgt gue tiap apa2 cemas lagi, begadang lagi, cemas lagi, begadang lagi..Bingung gue.",0.0,
sumpah guru gw penuh kejutan banget bikin cemas,0.0,
kenapa kalo lagi cemas rasanya nyesek sakkit banget trs panas dingin,0.0,
"Cemas terus setiap bulannya, apalagi sedang berada di luar rumahğŸ¥º",0.0,
ko aku dekdekan kenapa ya??aku gelisah banget,0.0,
"Kenapa ya, susah banget ngontrol jadwal tidur akhir-akhir ini :( kayak ada hal yang di takutkan, cemas, padahal kepala udh pusing banget. Bisa tidur pun satu jam sebelum sahur. Sebelumnya ga ada gangguan tidur sama sekali padahal. Mata udh sakit, tapi susah di pejamin.",1.0,energi berkurang
"tips dong biar bisa tidur nyenyak, biar relax, biar gak gelisah..",0.0,
"Gelisah dan resah adalah â€œVirusâ€ penyakit hati. Maka, obatilah dengan â€œMakan dan minum nabati hatiâ€ (Sabar, Tawakkal dan Zikrullah). Insya Allah virus-virus hati akan mati dan sirna karenanya...by hizboel",0.0,
"gelisah mulu, ada apa sih?!",0.0,
Perlu mengeluarkan berbagai macam pikiran yg bikin cemas...,0.0,
akhir akhir ini makin sering gelisah knp ya,0.0,
pernah menjadi yang paling cemas sebelum menjadi yang paling ikhlas,0.0,
"Aduh kenapa ya sebadan dingin semua, terus mual, gelisah, mulut juga asem dingin gitu haduh gaenak banget",0.0,
gapernah nyangka sih gue bpd. gue kira gue cuma cemas dan depressed aja. ternyata worse than that,0.0,
"di otak skrg penuh banget fikiran fikiran yang bikin stress. rasanya kaya mau meledak, gelisah, sedih, takut, semuanya campur aduk jadi satu",0.0,
Gelisah dan senang disaat bersamaanğŸ˜­ gini banget,0.0,
Cemas aja gatau knp,0.0,
"semenjak kuliah jadi cemas terus, mikirin tugas sama survive kalo udah offline",0.0,
ini gelisah bgt yaallah napa yaa,0.0,
tapi hatinya mah tetep gelisah walau mulut ngomong,0.0,
Ngerasain juga jadi orang yg tidak pandai bersyukur.Mau bersantai tetep gelisah terus rasanya,0.0,
Kalo cemasin orang dada gua selalu sakit .tolong jangan buat cemas :(,0.0,
Katanya abis sidang dpt tidur dgn tenang apaan anjir gw msh gelisah skrg,0.0,
Sepertinya tiap mau tidur cemas gt kyk ga bsa tidur,1.0,gangguan tidur
-dips! Ada yang lagi ga sibuk? Ada mau dengerin aku curhat ga? Gatau kenapa cemas banget :),0.0,
kenapa yaa akhir2 ini gue suka gelisah.. huftt ğŸ˜,0.0,
"Sial,hujan turun dengan deras diiringi gelisah yang melanda",0.0,
"Jika kamu mampu bersyukur atas apa yang telah Tuhan berikan untukmu, kamu tak akan cemas memikirkan apa yang bukan milikmu",0.0,
"Klo bedongan udah lepas tu, gerakan tangan &amp; kakinya terlihat resah &amp; gelisah",0.0,
pls mau tidur drtd gelisah mulu knp si,1.0,gangguan tidur
Orang berharap itu ngga enak banget ternyata. .Hidup gelisah terus. .Ini gimana ngilanginnya?,0.0,
gelisah Gk bisa tidor hm,1.0,gangguan tidur
YaAllah gabisa tidur cemas banget,0.0,
Makin cemas aja sendiri,0.0,
"Resah resah gelisah,.Harap-harap cemas.",0.0,
"hati gelisah, tidurpun jd susah.",0.0,
"Gelisah, galau kalau seharian ga ada kabar..",0.0,
"gue deg degan, cemas tapi kaga tau kenapa",0.0,
"3 malem loh gua gelisah, bengong trus tbtb nangis, dih sakit jiwa. Lemah bgt gua",1.0,energi berkurang
aduh gue gelisah banget,0.0,
Aku gak bisa bobo....Gelisah gak ada yg memeluk ğŸ¥´.Padahal biasa nya juga tidur gak ada yg meluk ğŸ˜“,1.0,gangguan tidur
"sumpah anj dari td knp sii, suka bgt gelisah tbtb tanpa alasan ğŸ˜©",0.0,
"syg! aku lagi cemas bgt dan ga ketahanan di diri aku sampe ngerasa aneh bgt fisik aku. Biasanya aku selalu minum obat dari dokter ku, tapi aku biasanya kalo lagi cemas minum obatnya malah kaya tambah cemas bgt, dan kalo pagi psti badan ku sakit semua. Aku harus gimana? (cont)",1.0,harga diri berkurang
"Cara ilangin cemas gmn sih,please i want to be normal",0.0,
Malem ini ku gelisah sekaliiii huhu ada apakah gerangaannğŸ˜“,0.0,
"takut, cemas, ga tau deh campur aduk rasanya",0.0,
"jangan gelisah, dan jangan khawatir. Jika tiba waktunya, anda akan tahu apa yang harus dilakukan. ~WaltDisney",0.0,
"Suatu saat mesti yo ono balasane, koe cemas, koe ra dihargai, koe digawe nangis, koe disepeleke. .Siap-siap wae, kuwi kabeh ra kepenak rasane.",0.0,
Resah dan gelisahğŸ¶,0.0,
suka banget cemas panik,0.0,
Gundah gelisah haa,0.0,
Kenapa merasakan adanya trauma dan males utk berada dimomen dan berada di tempat itu â˜¹ cemas berlebih,0.0,
"paham ga si denger ringtone hp dr wa ataupun telfon atau apapun cemas, takut sendiri.",0.0,
"ngerasa takut sama mamah sendiri. kalo ada di deket mmh, tubuh langsung keringetan, cemas, jantung deg degan kenceng bgt",0.0,
"sumpah tadi aku seneng kali loh, eh tbtb langsung sedih takut cemas campur aduk:""",0.0,
cemas berlebihan udh kek acara mingguan aj si gue,0.0,
Ya Tuhan kenapa perasaanku gelisah dan tidak tenang ya :( semoga gada firasat buruk Tuhan :(,0.0,
Ya allah begitu aku cemas ğŸ¥º,0.0,
ngapa ya kok gelisah amat ni perasaaanğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­,0.0,
Ya allah hilangkan lah rasa gelisah di hatiku.,0.0,
"aku rn:..mengloyo, mengletih, lesu, lunglai, gelisah, menggalau, mengketar ketir",0.0,
"Cemas akan masa depan, apakah akan menjadi emas atau hanya rintihan.",0.0,
knapa 3 hari ini aku bawannya gelisah yağŸ¤”,0.0,
Ado yg gelisah krno gagal merusak struktur klrgo wong. Ktek guno nyombongi klrgo tiri kau. Kuliah aku msih sanggup sampe hri ini ortu aku yg bayar. Ktek ngaruh idk. Numpang minum makan edop aku? Idak kan. Prcma nyombongi kprgo kau. Msih sanggup ayah aku nepati ucapannyo.,0.0,
Kok jadi gelisah gini sih ğŸ˜­,0.0,
ngetik sambil nangis &amp; cemas bgt,0.0,
Gila ini isi kepala penuh banget sampe gelisah klo dibawa turu wkwkw,0.0,
"just- have you ever dikecewain sama sahabat sendiri sampe sampe ngerasa cemas berlebih? gue bukan mau ngomongin dia disini, tapi gue jadi kasian sama diri gue sendiri. like, girl i deserve better then this.",0.0,
Ada ga sih yg disini selalu merasa gelisah disetiap pertambahan usia?,0.0,
Bisa nda sih cemas berlebihan nda ganggu jam tidurkuğŸ˜¥,1.0,gangguan tidur
"Ternyata terlalu jauh sama Tuhan itu susah ya? Hati gelisah, dan semua jadi nggak tenang.",0.0,
"stres berkepanjangan, overthinking, gbisa tidur, pengennua nangisss aja, gelisah, lemes aja bawaannya:(",0.0,
"Mungkin beberapa hari ini buat kamu biasa aja atau malah ngga ada apa-apa, tapi kamu tau ga si? Sehari aja rasanya panjang banget buat aku setelah hal itu terjadi, aku selalu ngerasa cemas keputusan apa yang mau kamu ambil nantinya, dan kapan kamu mau ngasih tau aku keputusan itu",0.0,
"Day 3, aku semakin gelisah.. -FZR-",0.0,
aneh gak sih klo tetiba masuk ke tahap gk bsa komunikasi sama org lain..rasa males + cemas gtu jdi satu ğŸ¥²,0.0,
Subuh keneh tp gelisah gini ada apa gerangan yh,0.0,
gelisah banget gue perasaan kenapa sih,0.0,
"Tak usa cemas apa yang engkau lakukan kemarin, cukuplah berbahagia bila engkau mampu menerimanya semua itu.",0.0,
tidur bener2 gelisah duh gak suka ğŸ¤¢,0.0,
sumpah ya dari pagi rasanya gelisah terus,0.0,
Rasa cemas berlebihan sepanjang waktu bisa nge ganggu pola tidur ga sih?,0.0,
"Katanya kalo kita ngemil terus tengah males, bisa jadi kita lagi gelisah/ada yg dipikirin. Lah bener,",0.0,
gua cemas bgt tp ga tau karena apa,0.0,
Gak pernah kelewat buat nguatin diri sendiri kalo rasa cemas yang di buat fikiran sendiri tu gak selalu terbukti bener...,0.0,
"Ini gelisah bngttt dri kemarin mikirkan bntr lagi kls 12, persiapan sbm masi sedikitt, bnyk bngt yg di khawatirkan ğŸ˜µ",0.0,
Resah dan gelisah,0.0,
hey please boleh minta kata kata positif or semangat? akhir akhir ini aku suka cemas sampe buat aku kepikiran muluğŸ˜” aku mau tidur biar ga kepikiran nanti buka tl biar jadi makin lupağŸ¥º,0.0,
